Block,Price Oracle 0,Price Oracle 1,Price Scale 0,Price Scale 1,Fee,VP,A,Gamma,Fee_Gamma,D,lp_price,xcp_profit,xcp_profit_a
8500527,42817819444156480966196,2375910387473001104535,42858537436595866705768,2377596226479495561373,118231772,1003811789157572024,2700000,36000000000000,7200000000000,1233575170616892555394773,1406345450333031620175,1007606688391649571,1007605057934272765
8501054,42813623701902431281507,2375731744292377511158,42843835788094346645956,2376987611957911985807,117133609,1003811253745019815,2700000,36000000000000,7200000000000,1233328193306391060622562,1405801990628129817590,1007606823633320074,1007605057934272765
8501581,42794731782225769996524,2374944524777092194235,42820606791442985076289,2376020994707370755924,115131681,1003809977304075474,2700000,36000000000000,7200000000000,1232946727271757309287097,1405696720590279697089,1007606076090701761,1007606056321034185
8502108,42789862093611503564347,2374741955080737302831,42820606791442985076289,2376020994707370755924,115131681,1003809977304075474,2700000,36000000000000,7200000000000,1232946727271757309287097,1405696720590279697089,1007606076090701761,1007606056321034185
8502635,42788269828026685110708,2374675678734336011980,42814320151933115686462,2375759458728780871614,114581784,1003809707616590785,2700000,36000000000000,7200000000000,1232840817860119138833772,1405252418589320462228,1007606077234253985,1007606056321034185
8503162,42785323152248760272761,2374524234837340622417,42808944218145785671915,2375535795344446831141,118678350,1003813154136025550,2700000,36000000000000,7200000000000,1232754760402578348258176,1405224034286947213231,1007609788539417344,1007606056321034185
8503689,42759613095993008347413,2373248873773725398387,42784059808530600730857,2374398498851863823976,116688889,1003811192303441393,2700000,36000000000000,7200000000000,1232327729438993908326896,1404791455621512709312,1007608021930236391,1007608000055587727
8504216,42743969440145588044181,2372509670857734848995,42755509642760110022983,2373053455399448616119,114128002,1003810033841853513,2700000,36000000000000,7200000000000,1231823232143176919764524,1404426782224641178691,1007608105737049093,1007608098122574939
8504743,42729899308863598544272,2371846813859882756060,42755509642760110022983,2373053455399448616119,114128002,1003810033841853513,2700000,36000000000000,7200000000000,1231823232143176919764524,1404426782224641178691,1007608105737049093,1007608098122574939
8505270,42727463423130103442336,2371732057012767751894,42755509642760110022983,2373053455399448616119,114128002,1003810033841853513,2700000,36000000000000,7200000000000,1231823232143176919764524,1404426782224641178691,1007608105737049093,1007608098122574939
8505797,42705892997313721495442,2370492188807660759267,42738408306690013443336,2372241599470292425842,119280988,1003814117973355435,2700000,36000000000000,7200000000000,1231523513930421305903800,1403970435356943798153,1007613029279610472,1007608098122574939
8506324,42691349412199779148298,2369686728463431689609,42709906262745232632299,2370691836295797314862,116915703,1003811626912677259,2700000,36000000000000,7200000000000,1230989520066177164940332,1403374017457655410751,1007610696621878076,1007610676730444261
8506851,42679280334187416063564,2369036067346147603307,42709906262745232632299,2370691836295797314862,116915703,1003811626912677259,2700000,36000000000000,7200000000000,1230989520066177164940332,1403374017457655410751,1007610696621878076,1007610676730444261
8507378,42675998721835101704271,2368862814273421963839,42703731539846552864939,2370358011885834650463,116210821,1003811440932335912,2700000,36000000000000,7200000000000,1230872186580870444822394,1402925664129351885560,1007610813105709308,1007610676730444261
8507905,42664845960877513985656,2368262025730832582733,42687179133082962932408,2369465815786486300328,114593277,1003810701848544540,2700000,36000000000000,7200000000000,1230564137990680754428339,1402853348503214143562,1007610806300577804,1007610793397399624
8508432,42661023075776789322504,2368055966147736735680,42687179133082962932408,2369465815786486300328,114593277,1003810701848544540,2700000,36000000000000,7200000000000,1230564137990680754428339,1402853348503214143562,1007610806300577804,1007610793397399624
8508959,42660361240354573598059,2368020292166545413851,42687179133082962932408,2369465815786486300328,114593277,1003810701848544540,2700000,36000000000000,7200000000000,1230564137990680754428339,1402853348503214143562,1007610806300577804,1007610793397399624
8509486,42660246660367323540681,2368014116123117009805,42687179133082962932408,2369465815786486300328,114593277,1003810701848544540,2700000,36000000000000,7200000000000,1230564137990680754428339,1402853348503214143562,1007610806300577804,1007610793397399624
8510013,42660226823753812781701,2368013046898120086509,42687179133082962932408,2369465815786486300328,114593277,1003810701848544540,2700000,36000000000000,7200000000000,1230564137990680754428339,1402853348503214143562,1007610806300577804,1007610793397399624
8510540,42647211829813945101924,2367312237180166729870,42656066182259389075104,2367789177804087897397,111067229,1003809569273069262,2700000,36000000000000,7200000000000,1229987330563548358370912,1402259688164559384961,1007610990541048518,1007610986907908755
8511067,42637044300533694853638,2366764645127701653769,42656066182259389075104,2367789177804087897397,111067229,1003809569273069262,2700000,36000000000000,7200000000000,1229987330563548358370912,1402259688164559384961,1007610990541048518,1007610986907908755
8511594,42585225473211192831655,2363012456139053810476,42648975562958455975551,2367406985407637721132,126471095,1003823056004277589,2700000,36000000000000,7200000000000,1229869519266303725187410,1402020191673346462247,1007624930374636360,1007610986907908755
8512121,42571473730341900179776,2362013510198842566537,42648975562958455975551,2367406985407637721132,126471095,1003823056004277589,2700000,36000000000000,7200000000000,1229869519266303725187410,1402020191673346462247,1007624930374636360,1007610986907908755
8512648,42468618366550040679508,2353851261923426544105,42505024562227632264637,2356688752300058513891,127826896,1003819679012625790,2700000,36000000000000,7200000000000,1226642055754740458392397,1397713327486606630923,1007625678843186387,1007625656408880269
8513175,42427131572898528702686,2350611848387523368795,42505024562227632264637,2356688752300058513891,127826896,1003819679012625790,2700000,36000000000000,7200000000000,1226642055754740458392397,1397713327486606630923,1007625678843186387,1007625656408880269
8513702,42396053531373724794081,2348186666417902097257,42428973800231235301508,2350755308667148503369,123684882,1003813927315874814,2700000,36000000000000,7200000000000,1224876312257651165423318,1395750851691121028302,1007625768708277298,1007625756118192962
8514229,42380233850687262348647,2346951983995799925071,42421090759482865386709,2350140207540534585881,123150943,1003813356944189474,2700000,36000000000000,7200000000000,1224692916689549719507891,1395533107980402449983,1007625774807935740,1007625756118192962
8514756,42373851957073001218513,2346454009439019372591,42421090759482865386709,2350140207540534585881,123147339,1003813422599269564,2700000,36000000000000,7200000000000,1224692996791404287349389,1395231662870952497940,1007625840712369554,1007625756118192962
8515283,42371871379026957848849,2346299488519212375600,42421090759482865386709,2350140207540534585881,123147339,1003813422599269564,2700000,36000000000000,7200000000000,1224692996791404287349389,1395231662870952497940,1007625840712369554,1007625756118192962
8515810,42371528492261387565118,2346272737148060195217,42421090759482865386709,2350140207540534585881,123147339,1003813422599269564,2700000,36000000000000,7200000000000,1224692996791404287349389,1395231662870952497940,1007625840712369554,1007625756118192962
8516337,42365346326356485993587,2345750794434220913059,42411175668186925735185,2349366507661887992934,123489624,1003813850848422512,2700000,36000000000000,7200000000000,1224477907827093631115409,1394934504878387608749,1007626601293626694,1007626570838465395
8516864,42361050764665270667850,2345406633173948919282,42411175668186925735185,2349366507661887992934,123489624,1003813850848422512,2700000,36000000000000,7200000000000,1224477907827093631115409,1394934504878387608749,1007626601293626694,1007626570838465395
8517391,42353837093041266389951,2344816705456306639646,42401084830698235480788,2348569256305589577152,123393283,1003813645512987414,2700000,36000000000000,7200000000000,1224245912341589217325449,1394746182588660795986,1007626960072244830,1007626951959148314
8517918,42351445017396599299229,2344621908417789794064,42401084830698235480788,2348569256305589577152,123352429,1003813688604022834,2700000,36000000000000,7200000000000,1224245964895192376707572,1394510855249906336282,1007627003326975646,1007626951959148314
8518445,42351168899054005898993,2344600171942840360453,42401084830698235480788,2348569256305589577152,123353480,1003813689712084805,2700000,36000000000000,7200000000000,1224245966246579005629868,1394507579877203769911,1007627004439246952,1007626951959148314
8518972,42351304929974482389242,2344610238113627048033,42401084830698235480788,2348569256305589577152,123285807,1003813874299957971,2700000,36000000000000,7200000000000,1224254226328205729994568,1394504490434736007163,1007627118221540319,1007627095518095167
8519499,42351476320412580081554,2344623216093127084871,42401084830698235480788,2348569256305589577152,123283679,1003813876526506267,2700000,36000000000000,7200000000000,1224254229043710298500476,1394508689261151439862,1007627120456546728,1007627095518095167
8520026,42350340047633035480330,2344530662883236389376,42391068533729437290242,2347771757066943611986,122523188,1003814097127381883,2700000,36000000000000,7200000000000,1224025359750817306557971,1394506141753610624386,1007627757674069118,1007627745660651189
8520553,42346273088014458187989,2344205728145537298784,42391068533729437290242,2347771757066943611986,122526112,1003814613047546520,2700000,36000000000000,7200000000000,1224025988850734243617387,1394412497020672496263,1007628275554302240,1007627745660651189
8521080,42345620819334628779863,2344153943598881538755,42391068533729437290242,2347771757066943611986,122526112,1003814613047546520,2700000,36000000000000,7200000000000,1224025988850734243617387,1394412497020672496263,1007628275554302240,1007627745660651189
8521607,42341860026074672738818,2343853593985039319199,42381930331903389428044,2347044002919882085501,121824559,1003814347297898001,2700000,36000000000000,7200000000000,1223811720993489874547784,1394347644192467569054,1007628364146882637,1007628364146882637
8522134,42340896630678447436299,2343783505639657255474,42381930331903389428044,2347044002919882085501,121412364,1003814719116882473,2700000,36000000000000,7200000000000,1223812174300849458084491,1394216087930430933679,1007628737378602317,1007628364146882637
8522661,42338983976402589778346,2343621153727534633200,42373791862451615453953,2346397831059492397637,120437453,1003814544666343537,2700000,36000000000000,7200000000000,1223632159845499847088292,1394238655762933964522,1007628963438466987,1007628705070666186
8523188,42337449238162596025472,2343490859027984186934,42373791862451615453953,2346397831059492397637,120437737,1003814544898046040,2700000,36000000000000,7200000000000,1223632160127941096711468,1394172360714874047656,1007628963671049941,1007628705070666186
8523715,42336842741475755604616,2343437799990304318835,42373791862451615453953,2346397831059492397637,120526996,1003814654946692309,2700000,36000000000000,7200000000000,1223638613212181190021579,1394115465111503538421,1007628955878359595,1007628942491871695
8524242,42334672985646307230986,2343263932404331910748,42360494446988883040936,2345332091110729733963,119076967,1003816702924707559,2700000,36000000000000,7200000000000,1223327829433120145619220,1394118393303068300015,1007631908694281433,1007628942491871695
8524769,42332816423022885781786,2343116274587280309730,42360494446988883040936,2345332091110729733963,119076967,1003816702924707559,2700000,36000000000000,7200000000000,1223327829433120145619220,1394118393303068300015,1007631908694281433,1007628942491871695
8525296,42329978371833185977355,2342887062484030397729,42354910520118761739416,2344885084610930959895,118695804,1003816449224367418,2700000,36000000000000,7200000000000,1223196044004613297177963,1394003563346688561958,1007632033028786949,1007628942491871695
8525823,42323462718918672253760,2342361899314034700067,42349687196113181920901,2344466320536020091389,118134115,1003815577828635933,2700000,36000000000000,7200000000000,1223092281326480663025108,1393776780113116983200,1007630655293158008,1007630655293158008
8526350,42320653814826451122631,2342132113748499568629,42349687196113181920901,2344466320536020091389,118174636,1003815800062283836,2700000,36000000000000,7200000000000,1223092552105561407213652,1393723058498791225639,1007630878371421794,1007630655293158008
8526877,42329079898484189182910,2342935508372900682082,42330326895388070242367,2342977309373806215316,77042849,1003824230167266945,2700000,36000000000000,7200000000000,1222666969068834181216268,1393936104406279787067,1007636272202510170,1007636263797681753
8527404,42331803069395212482765,2343411137747777422620,42330848381996988637003,2343215301282485922101,96700806,1003827555066482616,2700000,36000000000000,7200000000000,1222717436751229535392045,1394030378867532017635,1007639729175452266,1007636263797681753
8527931,42333736336878094422156,2343787144815118795963,42331796057724320215431,2343403788300808495835,96675829,1003827652807165618,2700000,36000000000000,7200000000000,1222759464494050699628205,1394164111918252544078,1007639934665893852,1007636263797681753
8528458,42336254121214371783705,2344254245547317849564,42335046146502881913153,2344030496559091624411,99363417,1003827976952559221,2700000,36000000000000,7200000000000,1222921057010530322591330,1394253246094546271781,1007639179639634999,1007639167304691027
8528985,42338422942499560929706,2344650648408778942707,42335046146502881913153,2344030496559091624411,99363417,1003827976952559221,2700000,36000000000000,7200000000000,1222921057010530322591330,1394253246094546271781,1007639179639634999,1007639167304691027
8529512,42340541167942702626545,2344989854458288089308,42338540445314169149281,2344668368077486331661,113070320,1003832854194398930,2700000,36000000000000,7200000000000,1223071567320974712446602,1394425772541694431919,1007644491119468450,1007639167304691027
8530039,42355643076540196554452,2347229700257483986503,42344584988254118890197,2345604162181716256221,117983856,1003833545235040538,2700000,36000000000000,7200000000000,1223302043700238095809030,1394708691523439924707,1007643685706873032,1007643672992166930
8530566,42360010939909392276347,2347868341245344151269,42347299353779545531308,2346002967214003120114,117639073,1003833337065961375,2700000,36000000000000,7200000000000,1223397255173211307492988,1395200025645433029559,1007643802490697156,1007643672992166930
8531093,42360860041462978226076,2347992059019656134269,42347299353779545531308,2346002967214003120114,117639073,1003833337065961375,2700000,36000000000000,7200000000000,1223397255173211307492988,1395200025645433029559,1007643802490697156,1007643672992166930
8531620,42368305654392438622651,2349076942810350808637,42358751572546479038465,2347681589899016108128,115601367,1003832264601199109,2700000,36000000000000,7200000000000,1223805167654951897706311,1395345741832469764158,1007643938945273286,1007643924265355871
8532147,42371092346185183873434,2349487449808570275122,42360942681220872135468,2348001529624512013588,114711514,1003832241131359645,2700000,36000000000000,7200000000000,1223881831521268175385803,1395658683992782975026,1007644160754073055,1007643924265355871
8532674,42375387199222484376668,2350117328639051049909,42369194932561079465430,2349210071072644697923,112327126,1003831606329713468,2700000,36000000000000,7200000000000,1224170485516693403495241,1395871747223101663490,1007644426890016946,1007643924265355871
8533201,42380466741344180371968,2350863257783957918052,42376331588690478027940,2350258170684037426563,109902460,1003834536020677783,2700000,36000000000000,7200000000000,1224424825752904338895701,1396081570210813435656,1007648102224700161,1007643924265355871
8533728,42385612911306292945271,2351604932786552200867,42382809652966499721754,2351199364498182993657,108204373,1003833076765091012,2700000,36000000000000,7200000000000,1224702438683438653967408,1396243039719459849941,1007646171552298870,1007646151040499853
8534255,42389991823587770698756,2352236343598870962954,42383886221800951764079,2351354845436379600945,107868736,1003832968136317073,2700000,36000000000000,7200000000000,1224739747658799085753316,1396396285080853455246,1007646161453721124,1007646161453721124
8534782,42390807368208562619642,2352353995686765564675,42383886221800951764079,2351354845436379600945,107868736,1003832968136317073,2700000,36000000000000,7200000000000,1224739747658799085753316,1396396285080853455246,1007646161453721124,1007646161453721124
8535309,42391536539438077536552,2352459650353407956658,42385286454695532463811,2351556984199483880898,107344372,1003832863517786648,2700000,36000000000000,7200000000000,1224788202159297969126172,1396502668044707187497,1007646190654532743,1007646161453721124
8535836,42399579656401585844067,2353306826080911206671,42397086736354604427651,2353118982532693814426,119765084,1003844319973602974,2700000,36000000000000,7200000000000,1225194676538341557723186,1396751959568186531649,1007658726655589300,1007646244523573222
8536363,42429576794411704024903,2355336839819366730094,42397086736354604427651,2353118982532693814426,119765084,1003844319973602974,2700000,36000000000000,7200000000000,1225194676538341557723186,1396751959568186531649,1007658726655589300,1007646244523573222
8536890,42435819705216404251498,2355772585235844648521,42404412098521167945985,2353618543764549346689,119772705,1003844364529499144,2700000,36000000000000,7200000000000,1225351990617744758445194,1397632101081243061938,1007659221367692423,1007646244523573222
8537417,42438621346314252500726,2355976169586429640920,42411038207460276693539,2354074841863662733996,119634371,1003844288473636948,2700000,36000000000000,7200000000000,1225494904598914250932291,1397730051111054503931,1007659553290155416,1007646244523573222
8537944,42446616991839323312033,2356051600897954102544,42447786530201598373570,2356385609079976084818,120915101,1003870026701538733,2700000,36000000000000,7200000000000,1226295387217667303218033,1397956068181465602204,1007683536571869753,1007653059686229948
8538471,42437346793069960010709,2353803423604373723406,42446218558437560073819,2355993595524359553641,120752623,1003869906240453104,2700000,36000000000000,7200000000000,1226212134571978491862236,1397500439986662577129,1007683771039186360,1007653059686229948
8538998,42355439632908122620477,2341294551100196920430,42412900302386226277748,2350153053787988302251,132756056,1003890476140727111,2700000,36000000000000,7200000000000,1224902470890463108447523,1394164929163553316141,1007710992527930257,1007653059686229948
8539525,42309498630654200348520,2334513342188156113950,42349087656136047512474,2340508969017256046148,129171144,1003865894929259480,2700000,36000000000000,7200000000000,1222606404957754922330559,1392457571269849447558,1007682374076417100,1007682356236567573
8540052,42297168606942766145053,2332631890675985970783,42349087656136047512474,2340508969017256046148,129171144,1003865894929259480,2700000,36000000000000,7200000000000,1222606404957754922330559,1392457571269849447558,1007682374076417100,1007682356236567573
8540579,42285486017652410354156,2330899116856168097952,42322503426101254887499,2336482256689204731654,127408229,1003864003219437051,2700000,36000000000000,7200000000000,1221646825652044560236805,1391441628368489337967,1007684719236965662,1007682356236567573
8541106,42280272762436239719773,2330114715371291300701,42292865500518464537706,2332014418942427794239,124299119,1003859214110888697,2700000,36000000000000,7200000000000,1220584616414705373003921,1390994976685049370818,1007683683440625241,1007683667563818159
8541633,42249580960325080020168,2325792992966464394410,42289018713708151350987,2331433359900899044951,128079262,1003864579902633716,2700000,36000000000000,7200000000000,1220452750840779109225104,1390644696621186143461,1007689678093450850,1007683667563818159
8542160,42240234207408624657652,2324482482974057663384,42279892203618191616634,2330134457080148062311,127288139,1003863341992893717,2700000,36000000000000,7200000000000,1220136768923456042585126,1389480967974354334434,1007689773421621407,1007683667563818159
8542687,42225239723349748941660,2322336775584107484964,42233139224130258499997,2323464948982503386297,122173173,1003855476149877664,2700000,36000000000000,7200000000000,967005466623074131478898,1388792614248422100713,1007686780910937712,1007686780910937712
8543214,42276579897811497223110,2321383195071230830531,42237644300117560847752,2322880647905250104715,126476692,1003888013021222563,2700000,36000000000000,7200000000000,966990120398306042379714,1389049681271381877326,1007720251701614403,1007686780910937712
8543741,42299948654515954349365,2321086001649249552511,42249840252994648208792,2322530290733683518343,125784488,1003886992902012557,2700000,36000000000000,7200000000000,967033576538357712379995,1389359322060744628279,1007720251860004184,1007686780910937712
8544268,42322993745659752825263,2320410383220446388822,42296923870111479951159,2321161252831299896682,122581749,1003875180344361439,2700000,36000000000000,7200000000000,967208657847843991358647,1389395729389752094379,1007703765145723733,1007703689589343377
8544795,42337994864081848753388,2319980354970727572690,42310481278047608668093,2320771453067370098315,121465643,1003874159296634653,2700000,36000000000000,7200000000000,967256851684748100825347,1389525490360448455525,1007703772869562044,1007703689589343377
8545322,42358117985316962958795,2319361639668508532311,42337216335697660916556,2319987296066082410872,118528601,1003872686625482927,2700000,36000000000000,7200000000000,967355060073243614604214,1389587327167401259381,1007704089837527480,1007704000647541074
8545849,42363202103233580963726,2319208949316164111356,42337216335697660916556,2319987296066082410872,118528601,1003872686625482927,2700000,36000000000000,7200000000000,967355060073243614604214,1389587327167401259381,1007704089837527480,1007704000647541074
8546376,42375533953852551496915,2318844391372553649144,42356614292719176367975,2319406254814356001996,116302330,1003871483636532442,2700000,36000000000000,7200000000000,967426403498408629664011,1389662677508887014306,1007704159572082493,1007704145797890452
8546903,42379161812558225709316,2318731737185065530376,42360964899225615375351,2319277136662992939545,115843265,1003871326776573964,2700000,36000000000000,7200000000000,967441421147145003847810,1389737211466769989225,1007704295602676517,1007704145797890452
8547430,42385125717987562848712,2318542164057517870592,42378341916800928757339,2318759196083881566998,110289775,1003872852955853560,2700000,36000000000000,7200000000000,967510656325622332042398,1389765108247004422506,1007706848343518263,1007704359998523286
8547957,42393838293054442633144,2318217953933500070640,42388122309677079868845,2318418571417722897211,108497731,1003872254051275698,2700000,36000000000000,7200000000000,967537121582764596635038,1389796917932275079439,1007706856684881130,1007704359998523286
8548484,42400408096368374718705,2317821730359615793448,42400663721652859148303,2317980245463111673821,92465999,1003880730788503725,2700000,36000000000000,7200000000000,967586544570380968531569,1389837969103030764923,1007714610805538301,1007707283727289115
8549011,42364999233528943125356,2315041264044251954263,42397625037297460374021,2317473744749592195418,124517852,1003903354177428910,2700000,36000000000000,7200000000000,967514753965649012900087,1389674743194172451573,1007737649582779432,1007707283727289115
8549538,42307886344208500716795,2311227082087850160311,42316285439690175010632,2311811461612943614532,131728635,1003918507238294362,2700000,36000000000000,7200000000000,966122102437069834675961,1387554488667699255198,1007758900479610263,1007707283727289115
8550065,42111278283534801052162,2297421944400879546555,42293662797005676859969,2310164413699761430569,132739613,1003923062682855204,2700000,36000000000000,7200000000000,965724836988831266902776,1386729680463125370217,1007765398432926300,1007707283727289115
8550592,42058982493905545352998,2293771989251484145818,42139890562906340977692,2299425159835250174731,128550302,1003896403364549719,2700000,36000000000000,7200000000000,963055051948620236982452,1381930406998245155273,1007736541511534119,1007736511983636634
8551119,42041633594470109355958,2292558611110666622746,42139890562906340977692,2299425159835250174731,128550302,1003896403364549719,2700000,36000000000000,7200000000000,963055051948620236982452,1381930406998245155273,1007736541511534119,1007736511983636634
8551646,42037729964344026455761,2292313567242722057066,42120084387968031268957,2298041024724301017803,127470932,1003895413757074295,2700000,36000000000000,7200000000000,962709952465405048747652,1380819735510878914356,1007737059933399405,1007736511983636634
8552173,42037000060546921908579,2292269042205829530358,42120084387968031268957,2298041024724301017803,127470932,1003895413757074295,2700000,36000000000000,7200000000000,962709952465405048747652,1380819735510878914356,1007737059933399405,1007736511983636634
8552700,42034785547426079629467,2292135984643666691120,42103449036123314813420,2296885500529688691176,126292314,1003894852629224326,2700000,36000000000000,7200000000000,962421291227696394893721,1380727291650801566733,1007737726284535149,1007736511983636634
8553227,42007537959823875239979,2290257775098986807054,42052601579142381463329,2293370012187679593907,123357127,1003891300012316120,2700000,36000000000000,7200000000000,961552381394941572446467,1380667861216060152837,1007737350436024971,1007737316233706436
8553754,41989186296149891149455,2288986607137721159990,42011400441803302463385,2290523138877134069290,120387283,1003889852304560237,2700000,36000000000000,7200000000000,960838956563294316078853,1379597897506229078051,1007738621499502561,1007737316233706436
8554281,41977182418884389251733,2288159732338005970349,42011400441803302463385,2290523138877134069290,120387283,1003889852304560237,2700000,36000000000000,7200000000000,960838956563294316078853,1379597897506229078051,1007738621499502561,1007737316233706436
8554808,41963821463376800092779,2287236507954391270151,41985035733506476953536,2288702360049573685606,117945524,1003888133690989835,2700000,36000000000000,7200000000000,960391669901452931836334,1379202283579713969862,1007738135460288340,1007738110795106853
8555335,41949298442976290081461,2286232636896895989895,41969628133494824073370,2287637651493460190329,116363393,1003887260563965217,2700000,36000000000000,7200000000000,960126981472102921747847,1378785447128227970021,1007738155294216058,1007738148829937155
8555862,41950404325909789154769,2286688997499198803922,41950411765025125048762,2286491661808170340721,85421888,1003905467597217767,2700000,36000000000000,7200000000000,959837503980625088372962,1378672716910778556036,1007756293470593513,1007738148829937155
8556389,41950483549986465058604,2286860490628298647407,41950409977253031366196,2286531344792024019956,88728722,1003906077149275698,2700000,36000000000000,7200000000000,959843625900555625508382,1378675799063793521874,1007756928285561918,1007738148829937155
8556916,41950391530464933946754,2287064327858231765795,41950480459117733225599,2286828026719053994239,82274089,1003902202022384927,2700000,36000000000000,7200000000000,959893816396482223584113,1378741676141286369069,1007748483822830544,1007747626994428310
8557443,41952414610020254444659,2287359602995444943347,41950717945962488775335,2287026479578171061462,102803098,1003906283354483219,2700000,36000000000000,7200000000000,960923650144315222745920,1378802597063054210598,1007751085417141993,1007750881158468258
8557970,41955502560360896672783,2287780402121327540086,41951384310277433685864,2287135780943731079342,102706625,1003906272206405747,2700000,36000000000000,7200000000000,960944035325708906913809,1378893438994785083845,1007751143592724608,1007750881158468258
8558497,41958230034882048172045,2288197043784254461855,41954684659402532061586,2287648777773170609957,101499401,1003906086186318062,2700000,36000000000000,7200000000000,961050487802912623662776,1378964831802917971075,1007751152728561158,1007751131904146731
8559024,41959443819959045533166,2288385586318094801733,41955490568001627814643,2287773367538047365190,100875629,1003906080452195396,2700000,36000000000000,7200000000000,961074082571154242966449,1379084660745331338054,1007751223377775118,1007751131904146731
8559551,41959672596731156249481,2288421287842742486905,41955490568001627814643,2287773367538047365190,100875629,1003906080452195396,2700000,36000000000000,7200000000000,961074082571154242966449,1379084660745331338054,1007751223377775118,1007751131904146731
8560078,41961410347254588466386,2288687950837922046847,41958599173718999543153,2288255008490263419911,99672243,1003905951180163670,2700000,36000000000000,7200000000000,961174145029363093571709,1379126339615179561218,1007751307679333424,1007751288381183771
8560605,41962769481660834827973,2288896449861251116100,41958599173718999543153,2288255008490263419911,99672243,1003905951180163670,2700000,36000000000000,7200000000000,961174145029363093571709,1379126339615179561218,1007751307679333424,1007751288381183771
8561132,41963276190192220736961,2288972815070604283214,41959449345722310946409,2288385768194634373045,99697280,1003905977935174958,2700000,36000000000000,7200000000000,961198970597416861346730,1379257806627258936151,1007751413160278836,1007751288381183771
8561659,41965150483078741166629,2289258333330549455980,41962284849113263001174,2288820258585399473021,98114127,1003905909573514686,2700000,36000000000000,7200000000000,961289308889351016073171,1379323021353542731380,1007751538371526686,1007751417657070030
8562186,41967814588492727370790,2289665012777130324552,41964696102921814317996,2289188986403966987766,97006184,1003905759955323108,2700000,36000000000000,7200000000000,961361725827899975037078,1379369705062254358939,1007751542294061398,1007751537103462450
8562713,41968543676980063760914,2289776230335511231097,41964696102921814317996,2289188986403966987766,97006184,1003905759955323108,2700000,36000000000000,7200000000000,961361725827899975037078,1379369705062254358939,1007751542294061398,1007751537103462450
8563240,41968669900126754053632,2289795484829896865716,41964696102921814317996,2289188986403966987766,97006184,1003905759955323108,2700000,36000000000000,7200000000000,961361725827899975037078,1379369705062254358939,1007751542294061398,1007751537103462450
8563767,41970895267590030947538,2290132184192684962131,41968188597695913738344,2289721543077936021663,95449193,1003908615925074841,2700000,36000000000000,7200000000000,1199849748963043968585808,1379575381860225330645,1007753655937834010,1007753655937834010
8564294,41972229680481055914735,2290333797446237437085,41970349359383874488428,2290049071175326751620,94716012,1003908556586241904,2700000,36000000000000,7200000000000,1199927477582625731637962,1379645897282259875984,1007753778795981296,1007753655937834010
8564821,41973929340217828230989,2290590246472571919256,41972638067696807930272,2290395316661390109560,93648964,1003908445519857236,2700000,36000000000000,7200000000000,1200016268802390095897515,1379700578313648849493,1007753794537901363,1007753781945996638
8565348,41975945616998547939916,2290890282544964756102,41973245792702297743386,2290486865492592082092,98103810,1003909434496083936,2700000,36000000000000,7200000000000,1200039231054937648827322,1379793528376504059608,1007754840775004414,1007753781945996638
8565875,41977675328179082690655,2291134708265957099933,41975167276983509423276,2290768621257298985270,96088629,1003909810870014512,2700000,36000000000000,7200000000000,1200107197680456824138314,1379861231975952815078,1007755379715984910,1007753781945996638
8566402,41980089555086934739406,2291488135997019856069,41978033058851842815917,2291187833291973499859,94843834,1003909320504264283,2700000,36000000000000,7200000000000,1200225093278864522138265,1379919835114345561755,1007754680454480296,1007754667490719651
8566929,41982076539722374393401,2291777997948994296737,41979543347072161128614,2291408282735839472581,94048052,1003909204110567457,2700000,36000000000000,7200000000000,1200277840805506989522442,1380024815916485320020,1007754684614833570,1007754667490719651
8567456,41984050772805927602681,2292065750322660270333,41982199869454754185998,2291796039052501840270,92721518,1003909050069961523,2700000,36000000000000,7200000000000,1200375379710428461146734,1380099182213693223171,1007754718646481462,1007754709234348874
8567983,41983267715098457900523,2292034288470609442913,41983769599246057257731,2292064921980829209479,25894788,1003910652748256296,2700000,36000000000000,7200000000000,1200439199845267470873313,1380127162954390878355,1007756381101376476,1007754709234348874
8568510,41981322469491534705819,2291893061932754296294,41981648379925723348100,2291919054983060400326,67010657,1003912480477275433,2700000,36000000000000,7200000000000,1200410611407021132292400,1380073329746973566500,1007757785490923106,1007755651934463618
8569037,41978761578211964006861,2291689686412817770735,41980345576643673379605,2291814055490692834698,70934139,1003912552277575338,2700000,36000000000000,7200000000000,1200391520804790730096452,1380015787610995135946,1007757241579154763,1007756968160377759
8569564,41976526132820114226313,2291508410040923999614,41977254934033773970386,2291567725501335592912,81530883,1003913798759253235,2700000,36000000000000,7200000000000,1200339451405995017936948,1379947230179033808349,1007758060284603013,1007758060284603013
8570091,41973370854141583780586,2291253000768904763549,41974680661262868853298,2291356378729796896818,87092514,1003915351793558210,2700000,36000000000000,7200000000000,1200279868576492682807888,1379863973977808979714,1007759717378152023,1007758060284603013
8570618,41969646980004303439039,2291000125088564383648,41973869743927090379336,2291298390850233038681,87004207,1003914962928219725,2700000,36000000000000,7200000000000,1200281973692905507152145,1379788621050992667085,1007758925536929994,1007758925536929994
8571145,41966053338722726494874,2290748526332826358529,41969596269923763055994,2290997364151866232561,84594043,1003915018710729663,2700000,36000000000000,7200000000000,1200205033226605904276901,1379702591241711511250,1007759063539362494,1007759063539362494
